#,Name,Icon,Image,Section,Description,Common Locations 1,Common Locations 2,Fuse Attack Power,Hearts Recovered,Unique Cooking Effects,Properties (Strength),Properties (Effect),Recoverable Materials 1,Recoverable Materials 2,Recoverable Materials 3,Recoverable Materials 4,Recoverable Materials 5,Recoverable Materials 6,Recoverable Materials 7,Recoverable Materials 8,Recoverable Materials 9,Recoverable Materials 10,Recoverable Materials 11,Recoverable Materials 12,Enemy Sensor Target 1,Enemy Sensor Target 2,Quest Required To Purchase,Name (Japanese),Description (Japanese),SpecialDeal,ActorName
147,Lynel,,,Monsters,"These fearsome monsters have lived in Hyrule
since ancient times. They possess intense
intelligence and resilience, as well as a piercing
horn, making them among the most dangerous
monsters in all the land. This is compounded by
their natural resistance to all elements. Only
challenge a Lynel if you're very well prepared.",Hyrule Field,Central Hyrule Depths,-,-,-,-,-,Lynel Hoof,Lynel Saber Horn,Lynel Mace Horn,Arrow x 10,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ライネル,"古からハイラル全土に 生息するといわれる
半人半獣の魔物
中でも 危険度の高い種族で
知性・体力ともに高く 刃物のように鋭い角が特徴
炎や氷 電気も彼らにとっては何の脅威でもない
中途半端な準備で 戦いに臨まないほうがよい",,Enemy_Lynel_Junior
148,Blue-Maned Lynel,,,Monsters,"These fearsome monsters have lived in Hyrule
since ancient times. Compared to the standard
Lynel, those with blue manes are much
tougher, with much sharper horns. Facing off
against a Lynel is ill-advised, but if you must,
be sure you're very well prepared.",Lanayru Great Spring,Eldin Canyon Depths,-,-,-,-,-,Lynel Hoof,Lynel Guts,Blue-Maned Lynel Saber Horn,Blue-Maned Lynel Mace Horn,Arrow x 10,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,青髪のライネル,"古からハイラル全土に 生息するといわれる
半人半獣の魔物
赤いライネルよりも さらに強靭な体力を持ち
頭部の角もより鋭さが増している
中途半端に挑んでも 命取りになるだけだ",,Enemy_Lynel_Middle
149,White-Maned Lynel,,,Monsters,"These hooved monsters are said to have lived all
over Hyrule since ancient times and are known to
be especially dangerous. They are extremely
intelligent and resilient and bear very powerful
horns. There is very little eyewitness information,
because few who encounter them return alive.",Faron Grasslands Depths,Central Hyrule Depths,-,-,-,-,-,Lynel Hoof,Lynel Guts,White-Maned Lynel Saber Horn,White-Maned Lynel Mace Horn,Arrow x 10,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,白髪のライネル,"古からハイラル全土に 生息するといわれる
半人半獣の魔物で 特に危険とされている種族
知性と体力は共に非常に高く 
頭部の角もより強靭さが増している
目撃情報は少ないが それは出会って生きて
帰った者が少ないからだ",,Enemy_Lynel_Senior
150,Silver Lynel,,,Monsters,"Silver Lynels are not to be trifled with. The
Demon King's fiendish magic has made them the
strongest of the Lynel species, beyond even the
deadly white-maned variety. Their powerful horns
can slice through almost anything. Think of their
purple stripes as a warning to keep away.",Unknown,-,-,-,-,-,-,Lynel Hoof,Lynel Guts,Silver Lynel Saber Horn,Silver Lynel Mace Horn,Arrow x 10,-,-,-,-,-,-,-,-,-,Destroy Ganondorf,白銀のライネル,"白髪のライネルを遥かに超える体力を持つ
最強のライネル
白い肉体に浮かぶ紫の縞模様は
魔王の凶悪な魔力によるもの
その影響は角にまで及び
全てを両断してしまうほどの切れ味を誇る",BossPackTarget,Enemy_Lynel_Dark
151,Soldier Construct I,,,Monsters,"A standard-issue combat construct made by the
Zonai with ancient techniques and magic.

It faithfully obeys commands and tries to root
out any being it deems to be an enemy.
The decoration on its head is sharp and cuts
like a blade.",Great Sky Island,North Gerudo Sky Archipelago,-,-,-,-,-,Zonai Charge,Soldier Construct Horn,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,兵隊ゴーレム,"ゾナウ族の技術と魔力で作り出された
戦闘用として最もスタンダードなゴーレム

与えられた命令に忠実に従い
敵とみなした存在を排除しようとしてくる
頭についた装飾は鋭く 刃物のような切れ味を誇る",,Enemy_Zonau_Robot_Junior
152,Soldier Construct II,,,Monsters,"A mid-tier combat construct made by the Zonai
with ancient techniques and magic.

It faithfully obeys commands and tries to root
out any being it deems to be an enemy.
The heavy decoration on its head can be swung
like an axe in slash attacks.",Hebra Mountains,Rising Island Chain,-,-,-,-,-,Zonai Charge,Soldier Construct II Horn,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,兵隊ゴーレム(中等),"ゾナウ族の技術と魔力で作り出された
戦闘用として中位に位置するゴーレム

与えられた命令に忠実に従い
敵とみなした存在を排除しようとしてくる
頭の装飾は重量があり
斧のように振り回して 断ち切る攻撃を得意とする",,Enemy_Zonau_Robot_Middle
153,Soldier Construct III,,,Monsters,"An upper-tier combat construct made by the
Zonai with ancient techniques and magic.

It faithfully obeys commands and tries to root
out any being it deems to be an enemy.
The decoration on its head, designed to
intimidate foes, becomes a powerful weapon
when swung around.",Lanayru Sky Archipelago,Thunderhead Isles,-,-,-,-,-,Zonai Charge,Soldier Construct III Horn,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,兵隊ゴーレム(上等),"ゾナウ族の技術と魔力で作り出された
戦闘用として上位に位置するゴーレム
与えられた命令に忠実に従い
敵とみなした存在を排除しようとしてくる
頭についた豪華な装飾は 相手を威圧し
振り回すことで 強力な武器となる",,Enemy_Zonau_Robot_Senior
154,Soldier Construct IV,,,Monsters,"A sophisticated variant of the combat construct
made by the Zonai with ancient techniques 
and magic.

Unlike lower-ranked Soldier Constructs, its body
sports a striking golden color. Comes equipped
with excellent attack power and endurance, not
to mention a majestic decoration on its head.",Unknown,-,-,-,-,-,-,Zonai Charge,Large Zonai Charge,Soldier Construct IV Horn,-,-,-,-,-,-,-,-,-,-,-,Destroy Ganondorf,兵隊ゴーレム(特等),"ゾナウ族の 高度な技術と魔力で作りだされた
最上級の戦闘用ゴーレム
他の個体と異なって 全身が黄金色で
桁違いの攻撃力と 耐久力を兼ね備えている
頭についた 技巧を凝らした豪奢な装飾は
畏怖すら感じる迫力がある",BossPackTarget,Enemy_Zonau_Robot_Dark
155,Captain Construct I,,,Monsters,"An elite Soldier Construct, hence its ""captain""
title. Made by the Zonai with advanced
techniques and magic.

As a standard-rank member of the captain class,
its combat functions are more sophisticated than
those of Soldier Constructs. It can use Fuse to
enhance its weapons.",Great Sky Island,Rising Island Chain,-,-,-,-,-,Zonai Charge,Captain Construct I Horn,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,隊長ゴーレム,"ゾナウ族が 高度な技術と魔力で作り出した
『隊長』の名を冠する 兵隊ゴーレムの上位種

隊長クラスで 最もスタンダードな個体で
兵隊ゴーレムと比べ より高度な戦闘機能を持ち
スクラビルドで 武器を強化する能力を持つ",,Enemy_Zonau_Golem_Junior
156,Captain Construct II,,,Monsters,"An elite Soldier Construct, hence its ""captain""
title. Made by the Zonai with advanced
techniques and magic.

Compared to standard Captain Constructs,
it has some upgrades, including enhanced
endurance and more powerful weapons.",Lanayru Sky Archipelago,West Necluda,-,-,-,-,-,Zonai Charge,Captain Construct II Horn,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,隊長ゴーレム(中等),"ゾナウ族が 高度な技術と魔力で作り出した
『隊長』の名を冠する 兵隊ゴーレムの上位種

スタンダードな個体に強化改良を施し
耐久力の向上と 強力な武器の装備で
戦闘力アップが図られている",,Enemy_Zonau_Golem_Middle
157,Captain Construct III,,,Monsters,"An elite Soldier Construct, hence its ""captain""
title. Made by the Zonai with advanced
techniques and magic.

A powerful Captain Construct. It has high
durability and extremely advanced combat
patterns. Equipped with a variety of sword
techniques.",Thyphlo Ruins,Lanayru Sky Archipelago,-,-,-,-,-,Zonai Charge,Large Zonai Charge,Captain Construct III Horn,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,隊長ゴーレム(上等),"ゾナウ族が 高度な技術と魔力で作り出した
『隊長』の名を冠する 兵隊ゴーレムの上位種

隊長ゴーレムの中でも 強力な個体で
高い耐久力と 非常に高度な戦闘パターンを持ち
様々な剣技を使い分けてくる",,Enemy_Zonau_Golem_Senior
158,Captain Construct IV,,,Monsters,"An elite Soldier Construct, hence its ""captain""
title. Made by the Zonai with advanced
techniques and magic.

Stands above all of its peers, as signified by its
golden body. In endurance and sheer combat
ability, it exceeds all other Captain Constructs,
making it the mightiest of all.",Unknown,-,-,-,-,-,-,Zonai Charge,Large Zonai Charge,Captain Construct IV Horn,-,-,-,-,-,-,-,-,-,-,-,Destroy Ganondorf,隊長ゴーレム(特等),"ゾナウ族が 高度な技術と魔力で作り出した
『隊長』の名を冠する 兵隊ゴーレムの上位種

その中でも最上位の個体で 全身が黄金色で
その耐久力や戦闘能力は 他の隊長ゴーレムと
一線を画し 最強を誇る",BossPackTarget,Enemy_Zonau_Golem_Dark
159,Training Construct,,,Monsters,"The Zonai employed advanced technology and 
magic to create this instructional construct.

Its color indicates that it is equipped with special
combat-training functions. It is even capable of
using Fuse to modify and strengthen its weapons.",Unknown,-,-,-,-,-,-,Zonai Charge,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,特務隊長ゴーレム,"ゾナウ族が 高度な技術と魔力で作り出した
戦闘訓練用のゴーレム

白いボディは 戦闘訓練のための
特殊な機能が搭載されている証である
スクラビルドで 武器を強化する能力を持つ",,Enemy_CDungeon_Practice
160,Flux Construct I,,,Monsters,"A construct composed of interconnected blocks,
made by the Zonai with advanced techniques
and magic.

It can rearrange the blocks to change its shape
at will. To provide sufficient energy to power its
gigantic form, this construct contains a massive
store of Zonai charge.",West Hebra Sky Archipelago,Gerudo Highlands Depths,-,-,-,-,-,Zonai Charge,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ブロックゴーレム,"ゾナウ族が 高度な技術と魔力で作り出した
ブロック状の大型ゴーレム

複数のブロックを整列させて
自在に姿を変えることができる
巨体を動かすため 動力源として
大量のゾナウエネルギーを内蔵している",,Enemy_Zonau_BlockMaster_Junior
161,Flux Construct II,,,Monsters,"A construct composed of interconnected blocks,
made by the Zonai with advanced techniques
and magic.

This model has been upgraded to process
complex commands and assume modified
shapes. To provide sufficient energy to power its
gigantic form, this construct contains a massive
store of Zonai charge.",Lanayru Sky Archipelago,Mount Lanayru Depths,-,-,-,-,-,Zonai Charge,Large Zonai Charge,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ブロックゴーレム(中等),"ゾナウ族が 高度な技術と魔力で作り出した
ブロック状の大型ゴーレム

複雑な命令を処理できるよう
改良されており 変形のパターンが増えている
巨体を動かすため 動力源として
大量のゾナウエネルギーを内蔵している",,Enemy_Zonau_BlockMaster_Middle
162,Flux Construct III,,,Monsters,"A construct composed of interconnected blocks,
made by the Zonai with advanced techniques
and magic.

This model has increased defenses to protect
its vulnerable core. Can change shape in order to
block attacks. To provide sufficient energy to
power its gigantic form, this construct contains a
massive store of Zonai charge.",North Akkala Sky Archipelago,Central Hyrule Depths,-,-,-,-,-,Zonai Charge,Large Zonai Charge,Big Battery,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ブロックゴーレム(上等),"ゾナウ族が 高度な技術と魔力で作り出した
ブロック状の大型ゴーレム

弱点である核への守りが堅くなっており
他のブロックで 攻撃を遮るように変形してくる
巨体を動かすため 動力源として
大量のゾナウエネルギーを内蔵している",,Enemy_Zonau_BlockMaster_Senior
163,Yiga Footsoldier,,,Monsters,"The lowest-ranked members of the Yiga Clan.
They've been dispatched all across Hyrule
with a single task: seek out and kill Princess
Zelda and Link. They're a crafty bunch, 
sometimes disguising themselves as simple
travelers or villagers to get the jump on you.
Be wary of suspicious people you encounter.
They're very agile, and their weapons of
choice are bows and swords.",Unknown,-,-,-,-,-,-,Mighty Bananas,Sundelion,Green Rupee,Blue Rupee,Purple Rupee,Red Rupee,-,-,-,-,-,-,-,-,Filling Out the Compendium,イーガ団 構成員,"イーガ団の末端構成員
ゼルダ姫とリンクを見つけ出し 命を奪うため
ハイラル全土に送り出されている
旅人や村人に扮し
リンクを奇襲してくることもあるため
怪しげな人物を見たら注意が必要だ
片手剣と弓を操り 俊敏な動きを見せる",,Enemy_Assassin_Junior
164,Yiga Blademaster,,,Monsters,"These are the elite soldiers of the Yiga Clan.
Equipped with blades of wind-cleaving power,
they are extremely agile despite their bulky build.
At this Yiga Clan rank, they have mastered a
technique that allows them to manipulate the
very earth. By striking the ground, they can
raise stone pillars and unleash a blast of air.",Unknown,-,-,-,-,-,-,Mighty Bananas,Sundelion,Green Rupee,Blue Rupee,Purple Rupee,Red Rupee,-,-,-,-,-,-,-,-,Filling Out the Compendium,イーガ団 幹部,"イーガ団の構成員
真空波を発する刀を携えている
屈強な体つきだが 動きは俊敏
地面を叩きつけ 気流とともに石柱を突きあげる
土遁の術を使うこともできるという",,Enemy_Assassin_Middle
